tx_a,tx_b,rq1-3_search,tod_overall,tod_approximation,property_gain_and_loss
0x231eedca82bdb07d1d83592a1415bb7b5561bde382034f80d0cde7c54a5d91c8,0x42b557e38a27d98818ef66d59bb124590c1500d307e4df2dc360b57158b725d3,True,True,True,True
0x23265f39b96bf65219b028183d739a75de5712a1529e41091b256f16ed761b4a,0x6639130ac77bcb814ca9a9ce8b20138dfa36df5b4abacda90c1b0626efae5d00,True,True,True,True
0x232aeca5aaef9ab108e37e2e8bff1612df6bd5afd0a7ff7fe139bcf8126b955f,0x0e6eb6fcb0134943fb17f1e5c90ce5d98c9783d3e4285c7ec4ce6e88eb88e77b,True,True,True,True
0x232ce2d1c7177d5f1735a7e4689b4722d6ae6e8757c391f05edb432d0ba8dbcb,0xcf53345bd1f4cb88f0496931c2d50eeef9c6db1ea0a3e524b2551265767cab66,True,True,True,True
0x232ce2d1c7177d5f1735a7e4689b4722d6ae6e8757c391f05edb432d0ba8dbcb,0xfb6812ef359d087c26f52cdefe2d436b5f312670e40e48a435ab753e2d13ff0a,True,True,True,True
0x234bed815ab2a078091f63aa2b400ff5cfa34ad13d770cb5e32a98e03233a163,0xb377f2efbc50d91be8a9b7b10af13feb899a0b0584dd349ed2144468124add26,True,True,True,False
0x234bed815ab2a078091f63aa2b400ff5cfa34ad13d770cb5e32a98e03233a163,0xf021122043696e9392e4767fc48ffdb8874ec9456b90e815124b3845104551e2,True,True,True,False
0x239dd8a423b0392444d61c36f842719b9ff86724bc83dd9263631ad904e63597,0x09c9587533f989762af2a5a9b4285b0889afdc7d1096b99f7f2c961f38370daa,True,True,True,True
0x239e7f72483546c3c60b69dd522177da589d51f49a84755413e7e4fb8a3dd547,0x72c1d4559aec91771e0cec25209c6306ee2a251bcdad08a37cb8d0b95f9877aa,True,True,True,True
0x239e7f72483546c3c60b69dd522177da589d51f49a84755413e7e4fb8a3dd547,0x99ec0ea4d093cb48cdda485ea28532b1c6553e06e2f2a6ec6fb9426dc893a35c,True,True,True,True
0x23be069174356d9ff70f09b2c01207b373e64c38349f9d4bccb2401a1efd1061,0xd6c19ed78628008a98f69f85cb8af0196c0d095e2eb4146914f8b826da97428a,True,True,True,True
0x240f7f84b08ee5f8f0e6996dbb2fbb8dc1cc69c526ab9bf39f2c7fd42987d853,0x830f9bc60ba17fd7c68dd6c9559e8e5a7f06067fbf298e59406b21246c626762,True,True,True,True
0x240f7f84b08ee5f8f0e6996dbb2fbb8dc1cc69c526ab9bf39f2c7fd42987d853,0xadf1d00e4ba4bbc967ee77f688a84ec3c257bb9528f02bf93a57680d7752901e,True,True,True,True
0x240f7f84b08ee5f8f0e6996dbb2fbb8dc1cc69c526ab9bf39f2c7fd42987d853,0xe75e472e660e453bec58941e8449b7a635d37c7617842b51aab8bb06c4a9d8c1,True,True,True,True
0x241a2985ba97515cd848009857733f883b9fc2f1ad0075d33be7f19471311f8b,0xbcf70ebae439845576aa7702ffb806401169bb1c1c8434be6cabe4a93c496382,True,False,False,False
0x241fd4d2029f29380a58cb7b871fb14c0fb81871cbeba8fe5f430984cf87ed0f,0x233cc5c3511aef1381a2bee6dc6bb271848674252d9a915d3a24365110e520bd,True,True,True,True
0x244c2e585a6f23d4ce59b10d07d79c923a55eb56a8bb825b00c93db6bb9c49fa,0x8425e258517e2eff4430f69a7ea9d1b4c9d94a4427c72e68ca7836fb24c7d9ec,True,True,True,True
0x244c2e585a6f23d4ce59b10d07d79c923a55eb56a8bb825b00c93db6bb9c49fa,0xa51aa89873ae3c953f7b1ddb29e51b81be561ab0d4cf00a38dc3d5a543af77f2,True,True,True,True
0x24597c420e35414253b769f3bd3109051f22db86c57634c7f799849fec347e31,0x4084c2fd116a55539481181d50a26f31d8c01c679eef427916fcc6101ae52b3a,True,True,True,True
0x246ee6784e90a6c97a2a4fcca0c2100ca9042202bc9e86251a661be839d3ec1e,0x3d58f57ad9e8ffd9902454e86b9a11302e5be78c347af7fa93886197f69026e2,True,True,True,True
0x246ee6784e90a6c97a2a4fcca0c2100ca9042202bc9e86251a661be839d3ec1e,0xb3a579417981e2f2fc999d3dc5cc49fe83197cef8ba52dba8cfebd208b316598,True,False,False,False
0x24728125cdecd2afbc54c82f3d7e3fb9f7527a6499b477d52995a88ee2065354,0x806e9435958891fdf70fc9affbdf6311235342acfbacf9096df09b76096816e1,True,True,True,True
0x249772291eb9c9e7847c9d1d404a538218355827e60f21b114aa641b6b26fc15,0xebea0747c4cea9400910400d82e18ff10e88389ba9c2e4d844e0a2c0542351ac,True,True,True,True
0x24a604e8024b8bc8001579436ef7d1862f641df93bb700a736224e727f72e7b0,0x71371e38da791ca43aa76fc4cf3219aefedd3f44518cbdae5184eed596dcc0aa,True,False,False,False
0x24a604e8024b8bc8001579436ef7d1862f641df93bb700a736224e727f72e7b0,0x7c26a881faa799981ece3f53b65f6de94ff35fb85d046d0a22ce33c2bb49de47,True,False,False,False
0x24a8cb9b52d3ad0bff9c15bb261d06ac4c1f0b2c2a657ded7692d885096d295b,0x73134eccbdd640542728f5c22c5e6a0c7b7eefcf37e9962b6090d0af99125eab,True,True,True,True
0x24ae8cf90c73ca2c535d3db5cdfcf90c5e332d82613772dcfceb498e3fb54fda,0x6954c419f2859860054a7976a2ba4557d7993ab7abd6ddcd8226015a770dd62e,True,True,True,True
0x24d37a9d5876bee7e603a453df58286a8cd05a976d0944e762642417178bcc5d,0x20866e8ecfaef55b5b6373871fd03e5fd6f1a519541606b03a95a2713aba36ec,True,False,False,True
0x24d37a9d5876bee7e603a453df58286a8cd05a976d0944e762642417178bcc5d,0x7c11925f5a93716a33b55d157efc80a375777673d29de191f5648a2da0f6fb39,True,False,False,True
0x24d3e166287eba131c3f028ae43f36f3425bb35e986c72c1d6f3cb972d6800f5,0xa71c9c8c7c4935040b911297424beda3375e10f20332ebaa646e7fe21e328753,True,True,True,False
0x24d3e166287eba131c3f028ae43f36f3425bb35e986c72c1d6f3cb972d6800f5,0xf415ae4942b4a79c96a94ec8a22bb3721084fe7c0a29d902c7ea3cd898ebd2b9,True,True,True,False
0x24e2f0ee3637fefa8ce4a14a4ffd68df9d8fcfbc8d9ef385305758d5e351cc52,0x061e359524d649a8e495a13f5d8a53903655d8493e79a3d3ebba57a528a50995,True,True,True,True
0x24e9907c0e81be42c625db003b7ebd4c3c9db92c61e4c10a1d6c401c495d1ae2,0xf062bdeb9c9b2fb4ffbb6cd80c0a2d19fcd1f0b429f78cfa3efcf7468bfb27d0,True,True,True,True
0x24ecdae56ee7cf2cec784b01bc422db4f5c048decef4000618a133ef71f68680,0xc0d55ab04c9cc1259cfcc58c2af36cb14d8ff5b1274d907137327772e81e3081,True,True,True,True
0x24f32360ab30097b56afcdfdb701653c17df067bf40b6ef16e15d78ace6b1171,0xfef82c0034bdb82161ae2889a9fb89b3c88a9f7502ada9e6d9be70abd2a491c1,True,True,True,False
0x2501f320505abb1eebbf83094c794095c0227d19bc9e49ecd9d0aa590b2a11ce,0x64bb704210eba8706bc34c945b7de38e39f7f90878ef053bc8a0d47df11c9865,True,True,True,True
0x25114f44192da6362565e9436fe60391cfe3d7c746e32d0454fe8686cc376819,0x9be12ae12e3c23107073901189cd49998534346bafc93fd6af78eb2feed761aa,True,True,True,True
0x25240cf59c2fd81bddc6f4ccab981e311e230fe71749f7177c2fe79db438c1c4,0x5cf9864bdcc440d5ace805f51ff63e6e81902560fc24130eb887af63de17ea2d,True,True,True,True
0x25240cf59c2fd81bddc6f4ccab981e311e230fe71749f7177c2fe79db438c1c4,0xa8a333a50c6c00e11390bdc7c0533ced2b42798a0168031c41c99e90c4e271b8,True,True,True,True
0x2550eac51ff4d118546d2935a51daaf5ae7b4891cec16a24a47e56430916d5e4,0x0d480efbf63edc1758fa6e110ca5af3bf835566cb69959fbbc687288c4e2cb30,True,True,True,False
0x2553029980375b1cdeb6771583522a05799182f007d9bc6e04461e3367c2dbb1,0x1f54b63af03b39717f8d35d00a654f23cc3933c60f5a3d24f89b1d94bafa1c3e,True,False,False,False
0x2555ebef29e79a88ad8295786b872ce817c029c9374f1c942128f0bcc282c502,0x75191e575b018726d5f3b2a626237fe2245b13da8c5fdca3566e19412c6659bb,True,True,True,True
0x255d1e2775fd335cd8cbc6d7b59957ccb58123daba324b1699d25713951fda8a,0xa56c9258f032396fbe1f36c044feeebd4d5ab2d943d160c81700087191ca5abe,True,True,True,True
0x256a12d5638cb8a4f1b2dc6b41f975d12bda25dc90fd0b1e9eeba3098127549c,0x5bd4cb534a6fb8c5ab0899997f4efb0295eec560d8f2edb5d942e2995a2c7720,True,True,True,True
0x25b0d5144d2846f8b01926b7ccfcd4fb0db5d4a0fbf7fdef106f04c49b0dee35,0x7a9c3516d48a19a3da94754d6abae92986fdb2b9c58a03f7f2bafe6ec1e47988,True,True,True,True
0x25b16418dfe4675893310825fa684397443f5593763bd36bfca572326e631526,0x13cf0e134100ac7c002960d36a2769285e1f6b61dde6da86d1414fc54117063e,True,False,False,False
0x25b16418dfe4675893310825fa684397443f5593763bd36bfca572326e631526,0x66bbf05f4dd38128b9a11c84097ebd9ee74235113c514e9bb66914e82f3266c3,True,True,True,True
0x25b8bf3a235f461a8b5d77c31c85a514baadc463b16800838d6a64952dc037d9,0x3678d4cb89fb8556007f666ab66032168f6ca3815f1bcfb7e4315f74b9128cd3,True,True,True,True
0x25baa01762ba0f6d65e4afb764146cebce64eddf8a92bfb70cdfeb10d78e05e1,0xdfe64d2e7061925c5cb350c5745a568f31243a6bc06ade0827770755c582008b,True,True,True,True
0x25d6ff5958dce9ff498eae2e389c1e7b83528ceb15406423301c39076a77561a,0x37901a900799512b118c02d02a1da4cba97e1f44953123cb726c59a8e4855b5d,True,True,True,True
0x25d82c09632944c6ee2b66ff19aa37fb544d8f831bdbb66ea2d103f4dd0c4f3d,0x4896c98a22ac29e542d24079d1ca4fc8e4be78e6573494150f3165adf5e62bf6,True,True,True,True
0x25da4aa2a1f4d06ec907c6fd22c296b737c4b8c575e365c10772b73fe3299859,0xc0629454d00eabe38b2b1a4a794a1b520ebb99cd3e06f1862eefcb62ded4e531,True,True,True,True
0x25db19e75f65c0a2097fcdbf5b3c3e3433ddf6ef41f444ef6d16b0617e4665c6,0xb9c3d49bdedd5678132a6be0322b92765ebf4fb7297c72512a580fe079741459,True,True,True,True
0x25ec0ad003301ea5394218fb4ea6086012ad18b2d12a71c4a565e83550df81a3,0xd703e283b87a0b21f3f00676e4b503a2d067cc22aa0e7ef20f4a5ee2f24adec0,True,True,True,True
0x260e296d59cc45dafeee33e05cd7d8085bae92aa450242e2daea481299b4e902,0x6bf85e1bfb7ba685ace29ea1f83caf3cd5501fbec7b4f5db4b419c7fcf3dc7c7,True,True,True,True
0x260e65d988e44bc2725715964de1cbe62bd83640eac31ee62c2d59f31ced6830,0x8e1502ee7a286ac259aeeb344a32326e76ed1949c7438905c63e4cb1693d5c68,True,False,False,True
0x261dd3366fb987e1eec2229847e79c7c37252909fcdd0f1442324d272d44cbea,0xdbb43a1fe1213189d28180906cc022d6fbfb7d0a7ee5d8632a605640cbc0f8d1,True,False,False,False
0x262aec7a880ab9a72bdfa3547740dd63f188c843292d55c014874bc33901075b,0x903d5500cbc99b728d95bc328603497bcec4e3176324df69e53cdb665cd994ca,True,True,True,True
0x262aec7a880ab9a72bdfa3547740dd63f188c843292d55c014874bc33901075b,0xfdff5a80599904475a69738a43bd6264bd4fb4f14e9d7b06315074e3e6fa5828,True,True,True,True
0x26347511a867a0e17df6862d1e7e6ca9858b72f051e35a3779c691155a5228d2,0x08899d7a0031a1b47bab67dfd07b4825ce331c90593322fbff44b410ba83e323,True,True,True,True
0x26347511a867a0e17df6862d1e7e6ca9858b72f051e35a3779c691155a5228d2,0x5732190a00c99db2064f721eeba674df28bdb6e80aa3c59d8d66f41072534038,True,True,True,True
0x26408f35277f9794ae702bae1723555c32a114cead7a62b4f967636dc858459c,0x665a04f9cf69fc4e63b216af7c8119dbb1514de982b2dcc09b29e8fdb3bbeeab,True,True,True,True
0x26438c9db4d4486126a26c08a52674aecc89e4e8792fd484097c9614918f8af8,0x7410610301a43c398da0d36e4aa9a7cbc38f8640431881cc4cf28838e8f2d3b9,True,True,True,True
0x2657a2fe034c35735c859c8d16108f502a0c7603967cf5ef879fe9f2d92cbefc,0x5a4b15dd5a9bfc93d9d0d40190e2520f837d1b3151f55bfd41b5e4023dd63ff7,True,True,True,True
0x2657a2fe034c35735c859c8d16108f502a0c7603967cf5ef879fe9f2d92cbefc,0xdc6959839c9a367133e8571a8fe3b7b409df5a4c5182189632f74b6ac60b06cd,True,True,True,True
0x265bfb421cdeabff73cc2761c713c2eb18abced584af8ed5e76edbb9f9e6533e,0x400920c7ac240a0d035c01a0c57fcf9f9ede2d0be3d8431bf9c7388bea900f0f,True,False,False,True
0x26678a5ebe8344e79b6bdbbbe62bfacbfe0bfcf1ee1bca58f6cff469799d2cd4,0x95ff676fb43cdb7d3288a63d34b3900cd86b28fe3a092ace47c4c47471ad6d1f,True,True,True,True
0x267e58b419de0721e59bca9b17aa48ec03a28c6e3fb4a9e74ad58c7c78100fbe,0xe0a3912c5c1e47a48adf569644a31ad2c37cf2ecb83d618a9744383e792b1441,True,False,False,True
0x2680b6012d5bb284ea19f860abf5a44248a434500e29017a772ef417fe99c08d,0x9c2ef1b01aa4d95970bb8b56a78264806b254794b67974248cf8c0aac511cd7e,True,True,True,True
0x2694e377f8864272be87fdfef361c996d49fd0865c3a8c569808055aa4bbcef0,0x624cff6abcfe84059fb14a78ad00336866cb070c918bde50c6a42f412fe38b4d,True,True,True,True
0x2694e377f8864272be87fdfef361c996d49fd0865c3a8c569808055aa4bbcef0,0x83b91663215bfabb3fd989c535c1c5fc6372de721d484b1ac4f2b05c013c2396,True,True,True,True
0x2694e377f8864272be87fdfef361c996d49fd0865c3a8c569808055aa4bbcef0,0xe4755030632668006234eb49066aa1057d59780d7436f43c9f8f14c1f7ff7393,True,True,True,True
0x26985f01a131544d1c385157408f069b90d94329e2101d7b02f9b018f97389e3,0xad74ab4cbb0910dae46804f13c577e0264d26e69f6f04451bca2d4e2568f2467,True,True,True,True
0x269b84a48712a0a6aa3fee2f0fa5385f4b65eb8ce7dbf146ba6a46cd3dd63746,0x12ce60410bbbc265bfab1be00be1dcbf2a188e6643910dfedcdf49baccbfef9d,True,True,True,False
0x26abf83e68076b287016499989a4ae7fff73147d4ba7d86460f78c397e1ef9cb,0xfd45c5fdbcf4f35dc58adae62bc4954464d6ba42808346e225b7d8ebf21e13cc,True,True,True,True
0x26b05ee9b6d63aa94f49531dc434f2d91bcbce446ce70847aef2697b0298fbd7,0x1bb5648854520191f948bfe765e3a7a0930ba6215a1e4785811ea1ba6e6ba7b6,True,True,True,True
0x26b1ded026062195ae059999fd093138385f45c90f89dfba2d718924a369d175,0x990b97d08e39577d6d223d169a8a7e8831835db630fd149e059d0f066eebd67a,True,True,True,True
0x26b1ded026062195ae059999fd093138385f45c90f89dfba2d718924a369d175,0xb8a06e12895deda0f5c7557fe018a21dcdf66d3dadba0b1e11ad12492d9337f1,True,True,True,True
0x26b3cef4e4bb2499f2f206a62cfe79d59a75514730c4d86347f848ca119f269e,0x0d4387e8d6a74ece2246fca1397cdea4d0f7b6efe39ded8f284ff113f2723a7a,True,True,True,True
0x26b9abc321bd46e4dea3b9475733774ba17d645e84d33ebc1e44916d75b333a9,0x6d53eaef06a6595be17d6e38ea541b0bae2b75c2e66b968d300c292a1d941b21,True,True,True,True
0x26bc3b4ae113fde0fd7659459bb5db6ed0f1c87a4b6dc2972966daf13d0c1f42,0x79db0ad5b952e4ce7a8f5f07c2f85d71a5b1adcfcc36bf7deb80ffd9ab4c3059,True,True,True,True
0x26bc3b4ae113fde0fd7659459bb5db6ed0f1c87a4b6dc2972966daf13d0c1f42,0x9b4b11a233854d5291643df2ca07b07e19e0da6b6cfa42e4622289b960039d0a,True,True,True,True
0x26c89b4bd244deb1379a80ff538a9b409cd0c922171236036740f2099e7a36d3,0xd6c94ba581f7457e1c9513ec9817af770c3cdaa4a8ffaa4803ad3b9d42160bd1,True,True,True,True
0x26fad1420a3689de6f53284e88b90daa3da18a62c85b88c7c69c8a242ca01989,0xfcd68c07ad31ef23613bdb773d7bc570665ba2f94a9ac1b3f4cdb5799d3d828e,True,True,True,True
0x26fd7d95ee7cd10d843cde1a8d9beff76ba8c5ff859983178b2ff29c7b2393d5,0x824d938024522b421987b9743b4dd8a2ae36c6ee945dd60ed712a596cb7a8a79,True,True,True,True
0x26fd7d95ee7cd10d843cde1a8d9beff76ba8c5ff859983178b2ff29c7b2393d5,0xd05770f00e235006ab2d340aedce4dad8ce777d143ef0489aa29b3774fa40fe4,True,False,False,False
0x27162d5db481d75f801f8964fd549ac99cb18697cda93071c441cbdbf7e004a4,0xbd6537c6e888ac20be4cd3770b87c05e3826f3b5779b9642e5b7d8663f10f381,True,True,True,True
0x271a24fd3dcdb955a793f13773c3120f6120f897351b8de0ea3044799b9f1071,0x5e528347e0866210f2a0536feac4c7463deab9329757f36e26f0820d9c0329b8,True,True,True,True
0x273a1ed13622a9411fc42abccee036eaf783adbd31a72d83d2c7ec0d70c256e7,0x8737bfd27c60332d85b290ce74dc8f1907d9ac221793109982f0aab92227d0aa,True,True,True,False
0x274b4ec1a4234c25b7b519126d647a3f59e12e7f3323fbf1435ee487667af4c8,0x0ddcfe0224f8779e77f6c26de11ba67b1c1c349a6e00d99c161d59ffdb5c6e41,True,True,True,True
0x274be639cba4969fa60bdfcebab16fb1ec552b9b5b74abdb2ef4143b6eb019cd,0xa3941cc2b94c64d447208fd2d27c316bdf18ab3b9c4b13f096ed29427c60fbd8,True,True,True,False
0x275b4e7cc42c277cec701f06edb6c75ef318d65366295c67cd1a42787df11236,0x69de55c0d2aa646257662b0ad8406232152fe139bd5303c83fbcc7ea6805e45c,True,True,True,True
0x2770979fff2ac5c632bfb47d877826ade5a43f061ebf753b6e23a887d1f473f9,0x894ce272d448a7942b0b0309107ecf357a49d5a58f1782a671ead5c8798f3b44,True,True,True,True
0x2770979fff2ac5c632bfb47d877826ade5a43f061ebf753b6e23a887d1f473f9,0xaa8be78f41e717bd2c2889f717e8eafd9225fbc79a275add39f5e9a7202057f5,True,True,True,True
0x2774aa6249bb2b44d4a0e1ae26044c087c94a979e95e85e2556be39dda535d38,0x855e6ad1462d8d98966a4779051e2381f29d215c25a6493a63d7831842915582,True,True,True,True
0x2774aa6249bb2b44d4a0e1ae26044c087c94a979e95e85e2556be39dda535d38,0xd1a33357989750256e2fa13bea5d3dd473db1ecb92817ee64a55d25755e34d28,True,True,True,True
0x277c97fc49005586356d3506fa14984cc96e56da229b498dbdcedb7e4548ee3e,0x94eeabc1b5535beea4fd91b855f38b49bc25642432329ff94b51a5580d5b9ec5,True,True,True,True
0x277c97fc49005586356d3506fa14984cc96e56da229b498dbdcedb7e4548ee3e,0xb1b6c42ec7c8542d105ddff5ec76a7b18a3bd38ec5072e4f0cf86c3bc8b1aace,True,True,True,True
0x277fe7c861ec97b4d3fd118dc77bb35cb5822dc74be6db148202320211c25db5,0xc270901ac31a4db18b0ea8980090673cfe936c2d045113c38dcfe3cf3dcf025b,True,True,True,True
0x277fe7c861ec97b4d3fd118dc77bb35cb5822dc74be6db148202320211c25db5,0xd256fbeb99e513a176c20baa9c707765d5696e3f473db2137093a5a425c4b81a,True,True,True,True
0x2792c3b9693eb6ff4632b0ed1ab5a99f7175b8a3f1783d249e7381aca4800e0b,0xdd72ce44a2ae7566de00a336c38552d5db87d17392547aa053ce2c39dd38670c,True,True,True,True
0x2792c3b9693eb6ff4632b0ed1ab5a99f7175b8a3f1783d249e7381aca4800e0b,0xe559912b7dbcb317bac24e05bc2b6d7062eb87d990cb84afa3ad315342eee0da,True,True,True,True
0x279dc3d9f3511468f236820be1d7a78ddf6866a83ebb2fbc1c46008d6fde7fee,0x97b532ffe90e8a29c392c6f50ab82bf9b00d68e7e1bc1ec3623159536a5cabb9,True,True,True,True
0x279dc3d9f3511468f236820be1d7a78ddf6866a83ebb2fbc1c46008d6fde7fee,0xa39caa49ec99501deef41427f66dba323ab26eb00d9ded6f4a37c4043e725fe7,True,True,True,False
0x27b96b58f91b653143c0f772434145284687f1003c24549f6e79c2ecc1df59c2,0xc0856669c675f00881f56176a833674cb33a2f59ca4b0eb67e7aa7eeed8a2df2,True,True,True,True
0x27bb1101e0df1e62859702ea7a0ac16c91699a83f831b66623c47cb73ae52ab7,0x9fa9d2cb9f2954636862d070b1873bbec2bd4540cbbca2ffa79cb63b83ce1466,True,True,True,True
0x27cadeb2bc13af3cf8a524d2ada52b2c5c1a3a229084d4f2ae64a8835bafd44e,0x6318eced45a529b6446956c9f23145a3b9f07c3bc502230179a747dbaba5ac12,True,True,True,True
0x27ce93aa6eedf5f407cde9a1bac1edfebb1c4559498e79ed9ca718d1798ba63b,0x7c4ee43b15387aad802ba4c748420e4014d3b3be1d3e30260476975c2245c8e5,True,True,True,True
0x27ce93aa6eedf5f407cde9a1bac1edfebb1c4559498e79ed9ca718d1798ba63b,0x8a0d9cbb21527019bd14f1b96f41fffce2ab51b2033892269c51030fa2d95403,True,True,True,True
0x27f12f2a7bb31400e3cf19ac912609a0fc72debfb46a2a1cd1ca740fa5414024,0x561dd16645c14f2ce0d7024a7ed6546c60c75225f45ed29d1dabc4eee65af689,True,True,True,True
0x27f12f2a7bb31400e3cf19ac912609a0fc72debfb46a2a1cd1ca740fa5414024,0x76371d27920a31423df793d21a2b1436ecf6cfd91dfb19e451f2624fd361869f,True,True,True,True
0x280b8c1f1b5bcbcd8cfbeb69da9196225ef4e864dccbff640faaa1b2e4f3571c,0x45ac6645918e73e34f7ab67a2f9b067be30985d988a8538971de493e50baabb8,True,True,True,True
0x280b8c1f1b5bcbcd8cfbeb69da9196225ef4e864dccbff640faaa1b2e4f3571c,0x981c9158a920ea1460c08052495a00261711fa4c14a91c424fa4e744301e1c4b,True,True,True,True
0x28260d036bf7736272011ee41f8fdb93243caa75bede1091ce72802e3b577ef8,0x5dd4df0c503173f5957153f6a6f59a1dfb44cf8e6eff77b1e4ef2a399565bea6,True,True,True,True
0x283e209dc6367711468aabe1201f78233b07a5820b628b930286995323b6b6f3,0xea0d5657d5844634a83d593ff94948f2f759a9148a6c08305bf93666cbb6e275,True,True,True,True
0x2855b9ea8dc53e6d76bc676cc100620cc3b74d3137feaaa561261bf3ad51f9aa,0x2c07d0ed9b45fa9159962f379124670cfa7b05e7653a927afb67fc968c33eeee,True,True,True,True
0x2855b9ea8dc53e6d76bc676cc100620cc3b74d3137feaaa561261bf3ad51f9aa,0xc50a21676c1e5fdb7fc694fd99376ac034be09c599b37d6699e216e324dd17de,True,True,True,True
0x285e4e4e70aa6c8435ad75a1b1c25f4a2d04981537c3f533e013b4cf08cc1919,0x0fba70187d815aa0d247096cf5f65b934f345da71c32ab388cee4980437b7155,True,False,False,True
0x286ab149ea2b90a7e0cd2b5b2e886110d9f18c9496597acd1c4b467a4921845a,0xfc32976aa36bf7a7bf8f4d0c7ad4256183b2c03d3643384e1d056679e3d123c5,True,True,True,True
0x286b5c034e6e678d90bfad4fd0ebacd7649920aa7a69190f7fa93f1bd957dd17,0x6039ccaf37389ae909a6efe7573b775de81f74b37b052d1d865f25e33dcf13fe,True,True,True,True
0x287fa08cb805bff4df9c5067d63c56199e3af028a20bf886f9a73b4c2d51e1e4,0x1e25dd0c0f8c35313684689a0d6b70a13c325b5d21d6b81b170177a98a49462b,True,True,True,True
0x287fa08cb805bff4df9c5067d63c56199e3af028a20bf886f9a73b4c2d51e1e4,0x4c210aa2d2a4bca0f70bf00d1c98bbbc39e29535ac9b7d9338630b92b928a66f,True,True,True,True
0x287fa08cb805bff4df9c5067d63c56199e3af028a20bf886f9a73b4c2d51e1e4,0xef27d2ddd1ef6ce38f01c25d9026dfcb374df7431c0b610b1b5f66261e3b9b63,True,True,True,True
0x2882f21b607a0833caf907f9a3e61a51f30f8eab4775bfffa90f3b2da64d62d0,0x133b2cdfffafa5f8617db7f9a10f8e7aa9b3896e9c3b80f681b95ff52d975e04,True,True,True,False
0x2882f21b607a0833caf907f9a3e61a51f30f8eab4775bfffa90f3b2da64d62d0,0x3c5a9b0323101254d2b2b4381b1ab5162ad191cfc469b48e2f3e5c5f60bbc1ce,True,True,True,False
0x2882f21b607a0833caf907f9a3e61a51f30f8eab4775bfffa90f3b2da64d62d0,0x69fd1bb32171fc2f6224f336745410754e7bf8fcab99014e0373de52f21cf3f1,True,True,True,False
0x28832913e626784227f65a1d20e767b502959474ecafffc33dfd900753ae1a0b,0xa877293365e136b49dd732c803ac249c2aab9163922dd9d51aceadd9aac3b240,True,True,True,True
0x2892344ee97e69be859c255aef3aca0389dc292a20a96322cc9a1d22fd2e6259,0x7e1a32879cf3458752753f94066f734cf3490639d72c07ee58e073ae4171f23e,True,True,True,True
0x2892ed6e30bcbf9e133842db7bac7f3fa074466b98236bc150ac8c7b3a613cf6,0xd9110714058a066bf1e6617ce71cde9794bbbda5b4bc57b0f10a6123520528e3,True,True,True,True
0x28a159d587a8e6207439aa9759f1301fcb25cd0db7d1c9c5167d450a20c435b7,0x3de00c464edda9c8eb630d85fd7d4b5ef035e5a39b80e003cc77ab43b8480d1f,True,True,True,True
0x28a4d6d14e05dd287c24300c24125dbbf13bceef6bd4265f21fc3c0ff2e4f76f,0x77ec2980f1579b2d79011cdd0a8be853287f586e54c6a9e76c08bb24a70bd775,True,True,True,True
0x28a8a0a65772cc446efd5958581660bb5493d242ddc877accd8d17204defe4c5,0x469701030e5060982d9b01b38665ed1420f50c90e81587e70f9151a7de4ef752,True,True,True,True
0x28a8a0a65772cc446efd5958581660bb5493d242ddc877accd8d17204defe4c5,0xcc581de6ad19bae5357985f2348f5d7a987f02e122436481ce76d73b974aee9a,True,True,True,True
0x28be28eb9990e9f80fabbf0e2de62b9c240f0574514289438e97a751de7eda6f,0x42c3adbfb10f94994c88258727aaecf4d9d206775e26dc973b530fa54df7bb7b,True,True,True,True
0x28be28eb9990e9f80fabbf0e2de62b9c240f0574514289438e97a751de7eda6f,0x55db71cad01563e2839480779a557d23827291a1e4fbea3bbbd6e6c0663f8b8a,True,True,True,True
0x28c5149e9bbb7c895df694e49f900f9197cea44d3c20f991caa348377fde3dd4,0xe7a150579bbd77d9c9d51bc71192deb4b20f7821bc06a831912e9fd704516a11,True,True,True,True
0x28dabbe329a3c1309300f9d49bbc499af6974c5d9f6d5f2cc1dbdea29e15b831,0x60a0a578e305e0b901a59ebc520e14721953338f33d0c5aec73c755afd33f548,True,True,True,True
0x28dabbe329a3c1309300f9d49bbc499af6974c5d9f6d5f2cc1dbdea29e15b831,0xbd7fce922ea083ad8ff9578deb45fc8a90b03ed0d3d0399970ece3083f37bfdf,True,True,True,True
0x28db1e17d4c2cd931c36d9cbce6744087944bac7075a5dfea3d755260247bf9b,0xa6bbb6a0f33d45ee7aff28672d9d836ee9e52dfc5db6ec82712ffa871a594a99,True,True,True,True
0x28ece70f008eedf5dff742899dc42130f6ff3e88f2167f917f658f9e55e0a0bb,0x0fb2385178bb3ddbdf0de2c43e5fd5149569477a37c86e110d3874977a31c37d,True,True,True,True
0x28f80c2ba9ac07842ed7f6bbee95307a98455f46e03e2592afe20d532cce5a73,0x2f1569cceb5e81df6848236e93f8da0ea89f6a9062ae148f4e9310ad8facf339,True,True,True,True
0x2916fd2330213de73c5bf17abe485cd4aef7b25bd2c081a1a9830f4a0c74f3a2,0x66fbf2961f9d5124b3dad2a029a5b34a64c583f4a4f8aeb4f76e260c3f7146d5,True,True,True,True
