tx_a,tx_b,rq1-3_search,tod_overall,tod_approximation,property_gain_and_loss
0xa1cc3d6381941001e25c66e95bfda385e25a6e030e8b67b6b8de133473294048,0x4235b7978062d83ec3e8c1f069e2c4c1ee604180fbae04cf7aff757482c0d162,True,True,True,True
0xa1cc3d6381941001e25c66e95bfda385e25a6e030e8b67b6b8de133473294048,0x9f1bb934156794ae7088346eac1b301a1c28fa8b6fdce08aefe02f7991239515,True,True,True,True
0xa1d7105f47d67288712a7b527cfc7fea17f96bf7bc1f8501192d317024d17c22,0xa6ae4d886527ba1d9aa36baccc1c1622885b44ee37e0e8a8f1722de66808b579,True,True,True,False
0xa1dd4c18ea2ec79a1847d8e9e6424e344d4c3c0c1cac850ad940e7a82e37fdb6,0x571602dbc92fb82053ff85cd4adfac57973a2e0926ce2216c052cfea7b4c801d,True,True,True,True
0xa1e96111811d325a666449c05cdfa4f9cca99b08a190b4b00a1f5223eb53f2f9,0x581822cd419478bf80648273165a5cbf0ae9e859d35f396cf8ca64aecb8bb85e,True,True,True,True
0xa1e96111811d325a666449c05cdfa4f9cca99b08a190b4b00a1f5223eb53f2f9,0x9d64e4bd491c1e7a62baa8ac8e4c539599ec587469f772bfe16dbbdc24a896e8,True,True,True,False
0xa1faefd06225dd791a2c96e2c8254ade03534149ed8b77fa627edec33273a433,0x16b1087eecd076b40a0ab5a0418479031724564cd07890b4dc49711a5890cbb6,True,True,True,True
0xa1faefd06225dd791a2c96e2c8254ade03534149ed8b77fa627edec33273a433,0x50070b4d993ef4fb3dc6725f68536d1f6b9ae1df11193f2dea38c580d6bc98db,True,True,True,True
0xa1fe9e575daf9042cd1f15a76f906ac4d2a2513139effbdc740ce499848ed78d,0x30da5a2c9f3a2c73faaea957dd0e465eb921ba32ad87c21f90a7fac62cb133c5,True,False,False,True
0xa2016349960967dd85466f3b64b33b0005d24719f557aa1754b65a4db9e612a7,0x34601bb40fb9154259077c0e0a0e54d8221c51375e2d6b4eac6da36035ff855e,True,True,True,True
0xa2016349960967dd85466f3b64b33b0005d24719f557aa1754b65a4db9e612a7,0x606b0d7f2a0e4a8e1e34beace782a5ab49dbaeb102499cefe648efa1df7bf8e7,True,True,True,True
0xa2155236acf38d0f30212bce26a3ff591c54d26b9386a237fde7ea9353160de0,0xb377f2efbc50d91be8a9b7b10af13feb899a0b0584dd349ed2144468124add26,True,False,False,False
0xa215d56db92aa1327e54e2c1d3774e8706e2aebd8f589f9acdfe11f5c34b2a47,0x65d7359d370e4281081dd8f946bdd14c9116ef8ab9fac9b6290c135758355724,True,True,True,True
0xa216413e9a2b8c1cb709a86b06466b5cfe3b154df88e0cc4f79217ecb75bb934,0x37faa4f7463f51ce245c6ea68600472dfa75c6c06861c14ceef539bb00d54c8d,True,True,True,True
0xa2203da745f447ec9478eb2bce416e7e1094e37ac05a90e70f4a827ade9694e5,0x84b6827171e12adecd14b64f0a9e71cf1fbff30169bf264d9fae2dcf7a0a7ae8,True,True,True,True
0xa23681d39eadcdb2f132dadc5411695df81379f0247dc77bf79f84ac159f2a91,0xb87cf2bcfb4151e4852767cfff933c04e521a40979b0cf8e0a186fec5b8ca6d3,True,True,True,True
0xa23a56c0d1b5825312b5d41bc7dc31ac9bfca9b8cf52a654ec28b84887d44457,0x4495cb3ca982229034da950eaa1252834b92ceaf170571afc69008f659edeb0d,True,True,True,True
0xa23a56c0d1b5825312b5d41bc7dc31ac9bfca9b8cf52a654ec28b84887d44457,0xb3a579417981e2f2fc999d3dc5cc49fe83197cef8ba52dba8cfebd208b316598,True,False,False,False
0xa2455deeeec14f17b51a8e4443098a91d733df4bd326c3267f9e626e8865aafb,0x2a28b448b082cfec8e4acd54fa1c9be7ca03cefde478bcf03073e9abd26e39dc,True,True,True,True
0xa249e28dc1e6bc9a9d50ef235a1c083c70582e7937047d2a1c692f38307ecb6b,0x97bcd329305e3b945cdf8865256179a2d84598ac01af1cbcc1512822af459157,True,True,True,True
0xa26115449e720251bb80ee3fac896ed020e22d324afe823bebd698dcc1800101,0xec1a9883217fac6c10a7318be6f03a92d2b208a91a584152e995bc030d4fb362,True,False,False,False
0xa26504e82b3e21487291c8499c76f909b8a65d23b2851d591b04ff66c1bc8416,0x71198298b8645b7329ce8b041342801e9deb414cb7720429f6eba44e822efa1e,True,True,True,True
0xa282db47e232661805613a39b506695f2bf716365a3dc71c0940eab8a340b9b6,0x2a806f85ae22b4d8df4c2fa1e2ee146cbcb39b66ca4075dfd6de7d3bd1501694,True,True,True,True
0xa28be3e0bb8804b06f384029baaafabe88309824908233bb28bba6f6ac40b896,0x277c97fc49005586356d3506fa14984cc96e56da229b498dbdcedb7e4548ee3e,True,True,True,True
0xa28be3e0bb8804b06f384029baaafabe88309824908233bb28bba6f6ac40b896,0xb1b6c42ec7c8542d105ddff5ec76a7b18a3bd38ec5072e4f0cf86c3bc8b1aace,True,True,True,True
0xa28f771d5b458f5bd29b3418ffe2141c01df8bdd6e484841ee4d9ee15fee3759,0x634f9eb9992b9c32a9f1e2f69a7032afde48cf9fea06dace3adf8ff7eb67c15e,True,True,True,True
0xa29c8640b9679e61f831215c902a97acc0a8a07d36ac033441961e9895f88d40,0x2ce69a3307165f4fca474e30be5d304843dd2443b58d2fce337ea9b977dd379f,True,True,True,True
0xa2cc6180d19f6cddc5b53f1dd90fa65428c62a459c0ae7cef7cad57b57b78c32,0xcf82c51210e99e5df105fce819bf24f1c306e1c756813aed2dddfa591cf8a13a,True,True,True,True
0xa2cdefc66ae153375adc0b7271fed1caca2022fab1ff66e02c671dc357b10521,0x9deab0351e38a846aadc377650a66f92a926a23ce4a6fc4134c65fb5820146d5,True,True,True,True
0xa2e19d88697df098d9b8d8672311c4dba467b48c241b551de24593acc78e00c8,0x23096c1740fc2612511c77f10477be7f6f54af54eb38b5fcfa7eeb738398c379,True,True,True,True
0xa2e19d88697df098d9b8d8672311c4dba467b48c241b551de24593acc78e00c8,0x868002aac6712d7fc96fd9ec838f2cbabc926ddaf9a5e9839aaa43921ee3044a,True,True,True,True
0xa2e42159dfe290b1c3afbe5e05c9b291b79deab78a8528bd1520f8d5572e6225,0x7834cee9329ade3f0414094dcd7cb47ee837630db5f22df38b7bda65b3317517,True,True,True,True
0xa2e42159dfe290b1c3afbe5e05c9b291b79deab78a8528bd1520f8d5572e6225,0xb3206859ef6d04544419d9f3a109b1fea257a7484ed70552a10e9805751862b7,True,True,True,True
0xa2e42159dfe290b1c3afbe5e05c9b291b79deab78a8528bd1520f8d5572e6225,0xbef79faa59b693823f4fd39662ce2034335f92f7443c0b1cf1a4e3a81f60fff7,True,True,True,True
0xa2fbe2722ee7500820df7d225ab6933045a79a3ebb1bcd3ce2518f27c0e43597,0x1f79864957326e262afeb93d46fb89b7d1375688d28442506f833a12e6b2a34e,True,True,True,True
0xa30613772cff2b42c8cec1d85d7ce10844dfbc962bacbc0a27a70edcd420ecf1,0x1e1cddc8e3a591d9a75d6322dbf24990e057c3348271a064785b2d3dfd30d01a,True,True,True,True
0xa308cd3e660a86c2b817f2da78b73d21d9447f0dc94fdd47d4f6b3b8a2288279,0xb44d355576fff94cae1eab34a7aef5cd8d71debf76f65250d94c8d017b5317be,True,True,True,True
0xa30ea82578e9d3e2aad5481b4d32cae3d4052124dff1a20405c5e0df2f2771fc,0x37ca839b5a8f436a89e0de39190f54a1b1977b2a102edc70d9fbd499218ee479,True,True,True,True
0xa310185c6d2b48b1789567e0fd050645f6ecb13b74158898edfe418f1faea7e4,0x71371e38da791ca43aa76fc4cf3219aefedd3f44518cbdae5184eed596dcc0aa,True,False,False,False
0xa310185c6d2b48b1789567e0fd050645f6ecb13b74158898edfe418f1faea7e4,0x7c26a881faa799981ece3f53b65f6de94ff35fb85d046d0a22ce33c2bb49de47,True,False,False,False
0xa31d3307fa0a6cea0bb2748a49ba12980efface734f89901c9a97915bd3e79c7,0x6af84824d2afe750ae61e497290b85ab122b3f671d6afb31f8972ff05263adf5,True,True,True,True
0xa39caa49ec99501deef41427f66dba323ab26eb00d9ded6f4a37c4043e725fe7,0x91ad40961a68d12f6117e84ec1319e6120e132aaf3f98850bbe17dde14bcdf2c,True,True,True,True
0xa3a7328198aae77733851cc05c3583b2c464d36b71d0556637f493b2c150cacb,0x6727b9801e8fcad7fa99a2c6e351df5a8dc2098c4802ac137258a7ce6d3c3004,True,True,True,False
0xa3b02efd7b5e28ed66b299357e47db66f45d046de03ba45542ca4f98a1079068,0xd090c55cd6c10c44499fb71877e6a39537ef73fc58ae755f9569869f61543298,True,False,False,False
0xa3b12e871ffd4e7f19be06d94bdd2b14c6b5407aa84f6b41c1e8075863287591,0x0e1c9bf56eb8f9709465968d18788456c87074d28ef9b4f901abb1640a751c03,True,True,True,False
0xa3b57ebc902f6192a82b70ca9f1f5aa48249c0d8e72eca919e1cf7b7fe64f725,0x73c1bedb56e9a34ab7663819227b52797ff97ed2043d6be69fd6a9b6ee1189ad,True,True,True,True
0xa3b57ebc902f6192a82b70ca9f1f5aa48249c0d8e72eca919e1cf7b7fe64f725,0xad5629ef56ceaab75ddbe88e981548a86db6d220b661eb53b833bb1e563b5e98,True,True,True,True
0xa3c8e220572591db81ced2264c701e4cfe785a62f35b1f09c9e2253336224197,0xd2e9baf02ae8ca377379cede52a15655882bb6ff431d9f77493a95d2bcec5f32,True,True,True,True
0xa3d9e4f4690b8d33808fbdbdacd3e258f68b9b0db5f752aede9bfa1bb2ed0ed6,0x3845fec1e829b11c056b06c3050d4e534c41f59a6a8d1540c4b1eb985cf7de64,True,True,True,True
0xa3d9e4f4690b8d33808fbdbdacd3e258f68b9b0db5f752aede9bfa1bb2ed0ed6,0xf40a5a8cf5c4c90bddf68a60e98d08a50730f22d4a9ba649a537dafce5ca942f,True,True,True,True
0xa3f6c23a8b2b8fa871f768ab83e8621104eeec66ec789f1a5d755841b58c41ca,0xd8530f3e1da6ea2d237d9a1df885ad0b0eadf84b2d70e1b7cde307e13b8686e9,True,False,False,False
0xa3fff64f5050300e5e9dc172ed8d2dc14adcf94fd9fd69c3100c7c7e8ac8426a,0x849e1aa72cfc90ff096eb731e483d026300bdbd28433ba815fb0456a29774c13,True,True,True,False
0xa41905b085d8df0eea45faa8dd8b8f882333055403ac2ee75e5248f887cbc936,0xe96e0a2ac09c70e2c4ffb1925059c7c5c293fcbf0b04e8262b43503c3277328b,True,True,True,True
0xa4198b0db2c6f37e7da2250086903ab455129907da375e4121bfc68d9ec38f7b,0x9603b965cc35baae2a90531090c362f82a71421767bcc3d2d3dd77608a69dbb9,True,True,True,True
0xa41f9b441e88dba310a816861e80c6910a821210533e7afad169c305fb27830c,0x40775bc4d0b79ac3bde570c6e06379f9a6abb51d3f78e27a4724b324f43c8664,True,True,True,True
0xa41f9b441e88dba310a816861e80c6910a821210533e7afad169c305fb27830c,0xab69cd99ed9341688525d228a31580db5456f8d39cf80da6a8aeb398ae507f35,True,True,True,True
0xa4466cb1aaa611dc16f8dc2dfc6e7e18d0ef4da4de20edf3b7cd429c57a556c0,0x1706b5ae5c6ea534d4bcf246d3b305f80e9eca812ca29cec97d62c384284661d,True,True,True,True
0xa4916bd7729508fb148f513e13207e9b2a854f991280297ca33d2b04345bb6cd,0xcfdeee0ec7218e195135cf7a11d24765ef53c079a77709cc77ae4dacec604678,True,True,True,True
0xa49764d5520742e136fca024f567e0c7f2ae09061a7014f83b0651936ee3812d,0xe1037f331c16a37d6c5dfbf412cfff39ed9899b778ad8acd08f5c5e35fa5e443,True,True,True,True
0xa49e9fcbbea80b16d7231a2697ba61ab448f7b920c4e3b2273dcabde7e766d6c,0x77f07975a4a7289235a4fc13b74a9b1f9840526a1417e8b381ded9e14d3a10e5,True,True,True,True
0xa4a7f367dd53a737ac7aa788d82c1a702b2296fe52994b7dae6be2b5e0df2c39,0x029fbc56c83f913e4550ef20a5bf739ddd6d046f37631ad143fc0847c3b6807b,True,True,True,True
0xa4a7f367dd53a737ac7aa788d82c1a702b2296fe52994b7dae6be2b5e0df2c39,0x2d98d0f974717e2a9a46c97835771189ee5927b35f3d686d8eb8f572fa271d6e,True,True,True,True
0xa4ad44f1929664c7ed25f0abc5c3ec973f7d7f1d0f240b2e7b874b556b2e4d33,0x93f383b9a7f02d25f74d192d3acd10f4d436d1fc16f781d7fbea6ff918048eee,True,True,True,True
0xa4b4086c7e84bf56d7eb91038ea05d75f6b5a1911bbbd86d728c55ee48363e62,0xbfff51a0d01201e2088bb5d788cdf8f4734dc6f3e1f031f089a9315873aad81a,True,False,False,False
0xa4e731a98598f024698ebe921ccb3c7a6897b4f0e2c08a359701df77eb6c41df,0x03c80de101bddfff810a098b6f0692a7530301d55c0c0d88d7b889a99193d703,True,True,True,True
0xa4f282a3ef5d959aa33abdd86e8c776ee1ca6151766b923a7275632fcc21bb43,0x49bbd149da4ac42899530d999b2f3820f309630332f9bc12b2ba03eae812a121,True,False,False,False
0xa4f4127908c1dc8080739e7006a81cf2cafab1f90146acfda2a48806ec22196e,0x62819fb85112bd8273f6ad319fe77f9c067c072786bb18e29012dbfa3206566b,True,True,True,True
0xa4f4127908c1dc8080739e7006a81cf2cafab1f90146acfda2a48806ec22196e,0xc801dec6bf66e84eaafd23331dfc541f07d1affce2dedbf3b33ad6f2ce10cb1f,True,True,True,True
0xa511335311dced0dd7bcacf431c29cea69d6aac49e8881a0b6ae02ae6a2bd911,0x8614011670fabb1aa84fbf4e41be83281a572cdce18ae55a87c09cfeade074bf,True,True,True,True
0xa51aa89873ae3c953f7b1ddb29e51b81be561ab0d4cf00a38dc3d5a543af77f2,0x8425e258517e2eff4430f69a7ea9d1b4c9d94a4427c72e68ca7836fb24c7d9ec,True,True,True,True
0xa536ef7920b0de801853cbd6341242f6fbbc3bdd5dbb1ace3de51511bba52721,0x12ce60410bbbc265bfab1be00be1dcbf2a188e6643910dfedcdf49baccbfef9d,True,True,True,False
0xa537d4fc132bd22bed3ebf18a21dd87d99d1051c46745bd0c4f10687f2b39edf,0xa49764d5520742e136fca024f567e0c7f2ae09061a7014f83b0651936ee3812d,True,True,True,True
0xa537d4fc132bd22bed3ebf18a21dd87d99d1051c46745bd0c4f10687f2b39edf,0xe1037f331c16a37d6c5dfbf412cfff39ed9899b778ad8acd08f5c5e35fa5e443,True,True,True,True
0xa54d2df00e54ae60774dff92d05bdefa8818bcef6bc0b7494eb4a0556d268b64,0x123986e5435a91c49a97c4d9c8e970ba24b978aa90751895e233ad6adce830ee,True,True,True,True
0xa54f7d8bc962e9e18d2a1e72c966a47ea34765e1d85d045ea121e4a48489f315,0xff59411b2369e2e7d4ec8ea1abbade81bb56ebc33e09a3014c25751618be31c5,True,True,True,False
0xa55daf19e691032ac709852bc1b48b638300abe903c0b3d4bc54cde119d4c3bc,0x022ebe355a170091657691367fcd8b7ef8f718acafee657c77e12af3ff290eb5,True,False,False,False
0xa5757b89f28ba482bd5eb15857bc84f95334ec4aafc408937237981ad8a21701,0x5bba72df6eb3cf4ae7852f06ae44b254581c10502df3ffba682b2adf72b9b140,True,True,True,True
0xa575bd4ae8376121d08103f2d40a9980d90157e05bf2b8066cafd1aaa5c4b103,0x1f536c39334ea6e277825ddd0736e0c9bc49004b1a7673d2ff45a5305624314b,True,True,True,True
0xa575bd4ae8376121d08103f2d40a9980d90157e05bf2b8066cafd1aaa5c4b103,0x344ac503b5981b1666569f2f26db229885a8a6556f10273a55c6d738cb30bb51,True,True,True,True
0xa5854aa7fce0e7b7385c3c93c3f53c12cb16f3cdac960c9927e81ec34d7cdb15,0x78f53c889c532c5d8b58d4e58d8394c0fb682434a7418598759836d025b5a46b,True,True,True,True
0xa5a575edd7fc8f1801b38ed011b06f424685fdf2c0c1780ecbaa5e36df72a0e8,0xe0036d0214e0355ee6e127b167957270c21deeace84ce5256b8081b3821f983d,True,True,True,True
0xa5bfe1c42299edcfd48a63a0fd3bf67135fafb18842c5ae1860423fe7d23e367,0xc2867561aa4cc0186734d274e91269376e7766416627e5c638d036eb2b424140,True,True,True,True
0xa5bfe1c42299edcfd48a63a0fd3bf67135fafb18842c5ae1860423fe7d23e367,0xc59b8b03251f7387cba34fbaa71d240e5cbedec4df04383d02d75a077f6147d4,True,True,True,True
0xa5c407d78fca742fa052e05093dc4db044f6b033c51f92560528d58ba43b6829,0x765093eab05be814925b36992702c391c4c16c519b062d0171d8840f7cc8cdfd,True,True,True,True
0xa5c5790a0359784aca184f903d442f1e999e9a75410d6ff53b34956f721a1d03,0x8c5c1c3cf871efdd4b0158a5a99018a005dd40763d8eb296e34b39eeab9ec2f5,True,False,False,False
0xa5dc636d2b204ba9156df07e19c8f9b5efa9aac68db81d60c0581f0bf2d9ce53,0x3df57c0c8ed3cb62f5d9ca0ec2305ac159d98e8f4a2bb12faf596f6c18e5b972,True,True,True,True
0xa5dc636d2b204ba9156df07e19c8f9b5efa9aac68db81d60c0581f0bf2d9ce53,0xae91849bde8254045f893965be1b7656b3ad3ade3b7e017ba6e57c69ef55b420,True,True,True,True
0xa5e1c5777a6b8473826854d35fa1e64231b61cadd79dfbcb1247d1e80ca92c6b,0xf1bfa603b8f190bc6837d3717fa2bc50f1ce8a44ee28e7bba371faac3a8f7670,True,True,True,True
0xa5e9f644f4f1c69e42d0b81971816168954e0e84e8935335afdc71a365119aaf,0x5b5ff385dcf61ef4a31f7fc97232c317f1bc8dd946c42dbb4382d0c7a5db37b3,True,False,False,False
0xa5faf330d7ed1e57aa697b4aa7612faae28fdd0de9fec794e754e16b3db0a6b1,0x3653cea38dc6ea153b5ff6094c56018ce89cc9433f51168cdbb9de83bf856017,True,True,True,True
0xa6140d209ebffd8699085d5549db4e5392d21ad16a38b56a09d2eac6886ed0c6,0x1e979e7e92dcc4886d68724d1bca564321a4b2e272bcc79a27a549f4e537b620,True,True,True,True
0xa6140d209ebffd8699085d5549db4e5392d21ad16a38b56a09d2eac6886ed0c6,0x66e3b6be65330b8f5042c8a40717f5fe368eb442ba00050b38e793e6aa95991b,True,True,True,True
0xa64824206e04d1882b771b8cf2cede247b1e6a7511e9b4e707ac5d6b12b896bb,0x0314dae5b1a583b952a4b56e2a35e7a65b5eaeae12220567c5ccb181fcd50df8,True,True,True,True
0xa64824206e04d1882b771b8cf2cede247b1e6a7511e9b4e707ac5d6b12b896bb,0xe05bd1f95254e43e269d9a3366dd8332eb57cdf075d367ea4cc1f4baa5876010,True,True,True,True
0xa6508e2a153f04f6883961b0cc85ec0748e2147148ac9c3e113a56327ba7c282,0x9f2308494a6064dedf258afc7075b3c1aaca4fb65385473fd49c366d80a0f6f7,True,True,True,True
0xa6508e2a153f04f6883961b0cc85ec0748e2147148ac9c3e113a56327ba7c282,0xd4dd8b73990eb23d476affb64dc13b95e3e19ba842c5d24a11c2a9d9a20f3234,True,True,True,True
0xa6756fab4b0da0bd6b31945a45b0fea0f8dda77e5c071a6dc27eeab3918393bc,0x13cf0e134100ac7c002960d36a2769285e1f6b61dde6da86d1414fc54117063e,True,False,False,False
0xa67c8b1dc5174b92d73ac9c4cab162a85673a4b86f3eaaf9ffd28ca305e0c781,0x3638c1257c201a364f66767f0aee346b04e259a9984026f190c3b75c649b2f0e,True,True,True,True
0xa67c8b1dc5174b92d73ac9c4cab162a85673a4b86f3eaaf9ffd28ca305e0c781,0x8833eb607c2da0f621c64c947b92ab4911ebf849e7aeada3c4429bd51aee4c86,True,True,True,True
0xa68e3c74e0d6a028e1d39d4936e929861f858f97aa7c9dab04e0698a11085dc6,0x71fdb287d8dd853c9f1e37de0bec04c36efea9e90b0b999839674ec08cce4896,True,True,True,True
0xa6a6a58a7e1c1c11a09b2893dda278db18fca9242b7ae3943e334013e47246dc,0x5537ec16994f31bbb2ebf4eea156f8c80221ff614ca1537dbb551c4071529e90,True,True,True,False
0xa6a6a58a7e1c1c11a09b2893dda278db18fca9242b7ae3943e334013e47246dc,0x7c776d550949e4b7580df4ce4d760b1ef8f689676135b15e8f8070011c8e778d,True,True,True,True
0xa6ae4d886527ba1d9aa36baccc1c1622885b44ee37e0e8a8f1722de66808b579,0x64a4a570373042408c1e29992f038646d0d9d69dd314c20fcab1140a8667dd99,True,True,True,True
0xa6b87a7fae567ef97f2c389a686db8e16d2768fe401132a3498a715b693d5039,0x08899d7a0031a1b47bab67dfd07b4825ce331c90593322fbff44b410ba83e323,True,True,True,True
0xa6b87a7fae567ef97f2c389a686db8e16d2768fe401132a3498a715b693d5039,0x5732190a00c99db2064f721eeba674df28bdb6e80aa3c59d8d66f41072534038,True,True,True,True
0xa6bce7498f254c323130f5fbae84d890963a5e3408db773d9507a0e00b58c46d,0x3f79a8c34c02338b81dc3c9a1badc24d04e95c2447e71c18681c9f24c5283c55,True,True,True,False
0xa6bce7498f254c323130f5fbae84d890963a5e3408db773d9507a0e00b58c46d,0x9d94f75c7373b7f056ff130fc29736c07f9f38feed7b3737f5ccbece7847bce0,True,True,True,True
0xa6bce7498f254c323130f5fbae84d890963a5e3408db773d9507a0e00b58c46d,0xe0cfa26928c84c7e1e5500f837ed0c19f51cf5031d335f67c43fd8f266389085,True,True,True,True
0xa6ef3ef2e445791bca789a54236fb2ea66b887eb82a449c938f79027ee9ecb15,0x525e8d7b9bfb7c67c9a183787b87b1445177593706c76fa163d189d57e7c6eb1,True,True,True,True
0xa6fb4675b2a806bf55c5cbbc74ad3c78ed95df654ddd826243813acebe3fe0a8,0xb377f2efbc50d91be8a9b7b10af13feb899a0b0584dd349ed2144468124add26,True,True,True,False
0xa6fb4675b2a806bf55c5cbbc74ad3c78ed95df654ddd826243813acebe3fe0a8,0xf021122043696e9392e4767fc48ffdb8874ec9456b90e815124b3845104551e2,True,True,True,False
0xa70dbf2c2fb80315b6f609d3c24c91fe73cc1f73c5e41b06fb7f077796656cd0,0x8c363175a73f7af098958870b5fa392c9387a49193da1b7a37d3629dc1632888,True,True,True,True
0xa725193cba205c7e34c84c8bfe9e4ee58d5405932c57a6cf75eca25aec5e10e3,0x15e4ee2858638ec759b2fe74087346f7fd797fa0e1c838d4044161bb8ad453ef,True,True,True,True
0xa7369eab12ae26e80a0326976288f7781646ece0d2cc0ab5f7b443f8545e637a,0xc6e1626aaafc146ffe7074339770bf3c29d332772963fee60f924636e079ca70,True,True,True,True
0xa754a99b27d42e8216358631a4ac0b577aaee68c89c2a91997f623b2ad6c0a91,0x73399315c213d40264fac0077ee4a1bf1ea173e91f13d37d9f893982c026b0a0,True,True,True,True
0xa76ed57528e7d414bbc35a036af2c7f96fb9f36dc05bf6e7c30321d41c3a2a04,0xe615aceaf550c9567848788635828aa08e7b5a5ad1d34a61e79b428f3add2a45,True,True,True,True
0xa7824eefadd47b0c98e7a592b024997b505f76cc9f993db116b078f1d9116f8b,0x9f2308494a6064dedf258afc7075b3c1aaca4fb65385473fd49c366d80a0f6f7,True,True,True,True
0xa78b4a9bdb15453843cb07b94e5bc9c3084881b292810d8008e878be97f1a564,0x05e4b3c5f1c6f710173c485686ae81de8e9c63e16f202512317a8f3634a214ac,True,True,True,True
0xa78b4a9bdb15453843cb07b94e5bc9c3084881b292810d8008e878be97f1a564,0xce2eb39d38268bfa9cf1023a4e15ac315b46a3ca440d9a944647b74ff9d4075f,True,True,True,True
0xa7944dd0f3032984167d5e8ddf749089c8fa35522ed19876d9ccde42771ab60b,0x232039149e060a82dc7357dcc43710cc692444309547f4b670d6281c5abc5a2e,True,False,False,False
0xa79536ba691ebbcc99a7109deb69b3f26ea543b408fd85c5192052302ff19462,0x9bf85ce24bc25c67f6a0ced5c3f57fceaaa419fff371bdcbe7c437dadede605e,True,True,True,True
0xa79536ba691ebbcc99a7109deb69b3f26ea543b408fd85c5192052302ff19462,0xb59894394918ad8cbabe6c71063e145e0394b71ef78d77c1af396f179aeb2eb1,True,True,True,True
0xa7b84e5ad1c4227ffed8212c359300c6f4e58e201e98b41fa3455ec9a87eddec,0x749157d363a30923615bf132f6c8b3a0943fa6797e6a56740c1bd2c03e28f3d4,True,True,True,True
0xa7bfad3408856106a94d7854273ee40ce3520053a63f6af108edd19c0c138d3c,0xbe10b670a95e3910744b2e6b17cd1e57380e2666844aa85b59237aaa4d9c791b,True,False,False,False
0xa7ca004b4724eac045906ef39fa0074efdb2b24fe08af36280edcb84cd3a257d,0x1175ab6cad321c85e1828a852ecf565752bea15c8474eefb0df802d24645a30c,True,True,True,True
0xa7ca004b4724eac045906ef39fa0074efdb2b24fe08af36280edcb84cd3a257d,0x9266d411b9a5c641672d23e6daeeddb889927a616d5c217afd8504fdcf73426f,True,True,True,True
0xa7ca004b4724eac045906ef39fa0074efdb2b24fe08af36280edcb84cd3a257d,0x92918aeb3585c6eb66f72f78730a9f80867655a093b23c1b7582e875ab49e0e2,True,True,True,True
0xa7cdb445a28c3f769382c12782b317828ae669518f1f72fa3823637d5ffe1849,0x8ca2a1f7390e50220800eb23a6bd5aa019f3ed9bd0bb314268e1e3b10a361c53,True,True,True,True
0xa7d7bd1e7563e2ebdd28156f75222cb4e7cf7d97355b15684aae7aa6a7de3d51,0x2d5ac2a968a3502262cf76a4623d45669a842407c2f44f166fffd2f018ee01df,True,False,False,True
0xa7d81fb0b8b6664753261e15d34d3d9d8558018319f48f7acbc1d8aee264ce3a,0x9c9e136ee1da15c734f4b360974285f0763aa171891d092576e3c65a2e85fa50,True,True,True,True
0xa7e389b6ffc39ff012cf7eaae2987ce75bb7feec123d388a8e5d6248f4cca599,0x643697c7b33950486b97d32ea0590183d56a754db3ed6052b938f4d2c13779cb,True,True,True,True
0xa80cd1ee457fcc57a7d1f49f2b9e0573914b808c78055a7358d66c09ff9f9904,0xaa8e99ade0100762e70a6ceb5822300b57daf86d00097bb3e701630a45ab8c59,True,True,True,True
0xa81212e3960dcacb0b4a340d91c57c9282bd29cc5bcc60369b9e02e6269ae18b,0x032c6540c2600f9e51df77dae41bb100672a8145f2cf488d13760b4ca21b6968,True,True,True,False
0xa818b7cbea84764df8b0f31df3bd1e460a69272b2baca85741d655aa38c16a8c,0xee8661ed8c891a290d7975fec6573beb205940383f0a75e3288511ba1baaa846,True,True,True,True
0xa81c0250974f65808c6f4a533d187eeb6408b85fcadf5dd7e8ac917cd5c171bb,0x647bfb1f6161e8cb8deb67d44377c57c72e2c5f2b96eed405b1771892a72a24b,True,True,True,True
0xa826d357f56ceea8aad1c34127894087b59dd8ea28be6f85b75bc8b4534b5c83,0xaccd2c378ee3af604c59aff980bb4602448017dee476e5f9f8e23736c8fe050b,True,True,True,True
0xa877293365e136b49dd732c803ac249c2aab9163922dd9d51aceadd9aac3b240,0x6bf60d2b73bc94a9a60e249b2b5f0e616f2ba0b9a40794b2c2318c62c1d6c4cc,True,True,True,True
0xa87c8c8b4533506bfdb00e1ff78d99641db212651613e09f7f3c8a0cbbde06e3,0x9aa502dd58985f5257d30f8bd107333480f2fe1f2ae912a9e5838d17aed2b499,True,True,True,True
0xa8928b624bb9e719d3f180407dba7c0ff4b70578be3e351764c26e98837a2265,0xaf3b4436a31c25ca8b4a7b4c152f3d85a3f0de4fda721432bcca8f86bb1f68e3,True,True,True,True
0xa8a333a50c6c00e11390bdc7c0533ced2b42798a0168031c41c99e90c4e271b8,0x5cf9864bdcc440d5ace805f51ff63e6e81902560fc24130eb887af63de17ea2d,True,True,True,True
0xa8c1f5ca1df0cc26a6d10f3a1fe4f3be32ad6b19ebceb70b071b09879da55a1f,0x53c1184e45fce8ba3aee4c633b02cd97e5d59b064089264947cf03a39b5c1319,True,False,False,False
0xa8c6ca9fcc13997a3bb18b2f7e680537df8bbfaf3f5027fe1ff6692f1001feb9,0x5ab0e81970b3cf93b2aca8adb45d782449d42da77d07f5c339549d946f2b5bb7,True,True,True,True
