tx_a,tx_b
0x113d461413ba53c909a6dbbcc5bf85dc975a2151e904671142721737de050d76,0x6fdefd342efbaec48e0b8b2e21979b3447d8ef5b3ebfd2b909b394194e79f659,False,False,False,False,False,True
0x3bd19765e0fff0f5e0f5242930ccd457f05f49aea65d39f9c87ed30dc7f83a7b,0x74d38ad4ca7c66efc0bbbbf821e3345852329d848a9d65c0b9bb9e3c3561150b,True,False,False,False,False,True
0x48f66d879cbf6008c7a892d0480030915574cdf16d257f48df4f02209608a08b,0x1bcc01bec20b2df4a93576c11373a482d8dbb9b27b197a33fe307d52324d95b5,False,False,False,False,False,True
0x702fd5467a2b512b04a9fd7509e53c1290b1663e4dc8647547fae5da75b6ea48,0x898c0234e42446e053952b558750d1aab692536e935cda32b42b73c7bc26e12b,False,False,False,False,False,True
0x7827356972eaa3855209365370967b63f654f961a3c3fa35d5d5575bd1d49eac,0xd5ba413f48ca07cf3abe8c95176ce97c6ae8e29e9423e735bf84ce2f110049ac,False,False,False,False,False,True
0x92084d707dfa8896c3c93482cbfd423a1cee45bbaa3826184477ab8b275975ee,0x93ba01182b41342ee06bcb40b0ee0943560960a1052c2dacdeecfee6213da7d7,False,False,False,False,False,True
0x9a276e4a94cd50976366fdede70031980cd3db573ce14a118bc025f287b9f3a5,0xed3bfb0e58564e50f2f058c87a6d006919d41cdf222412c46dbd45699a04b4f3,True,False,False,False,False,True
0xb37ad383ae9d3c87698ee2216c1cbc1a98e5f09527826d141016d5fe4634591c,0x6a55cbedeb4385f8dc5079bb0a69f220d9cd4dc1acc5461953b716ffb1c31053,True,True,False,False,False,True
0xca71ef3f95cde4ed1b2e1e28e57c1ed3fdb49ef47bb555b3bf26a55a1f208364,0x4168aa6e11a8a5f9b3a74e2f587d7f30649e275b22896553bf8179e8d0076538,True,True,False,False,False,True
0xcd57b12667f9d354c2826b296e9c7c017e1a26731e8c2d41533eb4565939f9aa,0x8f2954d802dd9261a50946bc84b6e3d8fa682bc868e51749b5f4067d9f6e60cd,False,False,False,True,False,True
0xd5ba413f48ca07cf3abe8c95176ce97c6ae8e29e9423e735bf84ce2f110049ac,0x8ed0f0c7e7ccb9d9d850346a446d1234f7a2ce6818ac079b72e98777a3d11087,False,False,False,False,False,True
0xd520f46f9c09254ec8a87c4e107e9a95ea5b5bae106f41d20d8296228e04edb3,0xbb0ca6e6929826fa6c485773113cb38ad337e02f920356dc3ef8c1bf1e58537f,True,True,False,False,False,True
0xd48ad4bfa175ce421c5413fae1a1105c5e742f02ac8e5729943228e4cc09e7fa,0x113d461413ba53c909a6dbbcc5bf85dc975a2151e904671142721737de050d76,False,False,False,False,False,True
0xda3b82043ced9cd9faf31bd83a67958e9e3081be5faa63b623dc6e56578c7891,0xbcbd871c71deb7e59e5df5ad8e062b9f649bbcb3cef0694d18932ffbca1c5c0e,False,False,False,False,False,True
0xefbcd4f5916c18cd546d77b5785695d5d5623c8e7122fc3e5c5bd84a4a3a93c8,0x8d8b72676827fec48e5399a06f753ce7203ffeb2fbc59a451e7b9c6782467371,False,False,False,False,False,True
